SN_name,RA,DEC,redshift,host_name,Host_RA,Host_DEC,logd25,e_logd25,logr25,e_logr25,pa,t,t_err,host_type,host_mag,mu,R_host,ratio,ratio_err,SN_type,EW6355,EW6355_err,EW5972,EW5972_err,min6355,min6355_err,min5972,dep6355,dep5972,v_si,v_si_err,R_si,D15,D15_err,phase,filename_csv,Del_Lambda,umap_x,umap_y,DB_label
SN2007au,107.94213,49.85372,0.02,UGC03725,107.923647,49.8627198,1.162,0.038,0.271,0.026,142.66,-3.0,0.5,E-S0,-20.919,34.691,19.49378306999521,1.340274982936335,0.1225551953735499,NV,139.0285544,0.923652472,57.7872483,1.013674788,6125.592259,2.173706703,5772.772773,0.693543829,0.401241418,1.082963372,0.01,0.57853794,1.69,0.05,1.15,2007au_2007-03-26_03-36-00_FLWO-1.5m_FAST_CfA-Ia.csv,1.440639319,8.065046,8.277913,2
SN2007ax,125.68025,22.55469,0.0071,NGC2577,125.681073,22.5530479,1.191,0.038,0.246,0.026,105.0,-2.9,0.5,E-S0,-19.302,32.466,7.360310396376472,0.2093837066318608,0.0191461165813051,91bg,81.64273877,1.201138885,40.93729138,0.71394423,6160.293627,4.40693146,5778.778779,0.46036131,0.277394989,0.919148889,0.02,0.602559301,1.87,0.05,-0.84,2007ax_2007-03-27_06-14-24_FLWO-1.5m_FAST_CfA-Ia.csv,1.459092549,4.076682,5.491554,1
SN2007ba,229.17763,7.39661,0.0385,UGC09798,229.1742495,7.397,1.066,0.045,0.319,0.034,166.26,-0.1,0.4,S0-a,-21.07,35.966,26.417768230768235,0.6905229930282893,0.0753877201983036,91bg,121.0427799,1.301048182,58.14743685,1.081635569,6144.811478,0.907672373,5780.780781,0.692886411,0.440125508,0.992235351,0.0,0.635205859,1.89,0.05,1.43,2007ba_2007-04-09_10-19-12_FLWO-1.5m_FAST_CfA-Ia.csv,1.414975547,8.340019,8.114557,2
SN2007bc,169.81071,20.80903,0.0208,UGC06332,169.819269,20.8135596,1.064,0.084,0.076,0.049,152.31,1.0,0.4,Sa,-20.733,34.82,15.692644115802592,1.133998561467174,0.2419826494604182,NV,102.3952003,0.14510285,32.24536125,0.223601191,6137.737738,1.801801802,5772.772773,0.668476986,0.272220064,1.025628303,0.01,0.407224287,1.37,0.05,0.32,SN_2007bc_2007-04-10_07-45-07_Lick-3m_KAST_UCB-SNDB_0.csv,1.958767551,7.652612,7.2089725,2
SN2007bd,127.88867,-1.19944,0.031,UGC04455,127.8870465,-1.1977411,0.92,0.046,0.1,0.022,13.4,1.0,0.4,Sa,-20.496,35.63,16.546118249642767,0.4028498297202144,0.0450111073097345,HV,110.7326405,0.679315417,17.9684837,0.605458443,6093.760427,3.441787643,5744.744745,0.605892162,0.135479326,1.233231658,0.02,0.223603035,1.3,0.08,-1.3,2007bd_2007-04-15_04-48-00_FLWO-1.5m_FAST_CfA-Ia.csv,1.42526798,5.4620013,10.152975,3
SN2007ci,176.44104,19.77053,0.018,NGC3873,176.442111,19.7738152,1.055,0.045,0.029,0.025,95.0,-4.9,0.4,E,-20.76,34.421,13.149102954351978,0.387335972721377,0.0422873332663386,NV,124.3460113,0.603212006,45.29605782,1.056409497,6105.572239,4.895248565,5766.766767,0.700869036,0.296128324,1.177471728,0.02,0.422515917,1.6,0.05,-1.21,2007ci_2007-05-25_04-33-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.443468849,6.484723,8.80585,3
SN2007co,275.765,29.89708,0.027,PGC061808,275.767278,29.9013889,0.969,0.049,0.09,0.028,176.5,,,,-21.115,35.37,16.05817269663916,0.6447805811452407,0.0770112279127075,NV,122.270709,0.475548651,15.60112209,0.473305001,6112.912913,2.752297715,5776.776777,0.678722363,0.105711825,1.142818664,0.01,0.155751204,1.16,0.03,0.38,2007co_2007-06-14_09-07-12_FLWO-1.5m_FAST_CfA-Ia.csv,1.430819967,6.004807,9.605373,3
SN2007cp,190.553,-17.40214,0.0366,IC0807,190.552062,-17.4035694,1.053,0.116,0.208,0.081,95.0,-2.9,1.1,E-S0,-21.664,35.92,25.98340877320613,0.2701188333040591,0.0827025230938407,HV,107.9448197,1.538568144,32.04723882,1.181957002,6103.169837,14.93233455,5732.732733,0.630653931,0.208798601,1.188812731,0.07,0.331082692,9.99,9.99,1.2,2007cp_2007-06-19_04-48-00_FLWO-1.5m_FAST_CfA-Ia.csv,1.417568288,5.420936,8.3473625,1
SN2007F,195.81283,50.61881,0.0236,UGC08162,195.8172435,50.6207597,0.84,0.065,0.044,0.026,65.3,5.9,0.7,Sc,-19.932,35.11,10.707698226841725,0.5938988364371979,0.0958841439041781,NV,81.85847202,0.573612655,15.53732917,0.673812474,6124.257591,1.336335295,5852.852853,0.594495395,0.089407973,1.08926393,0.01,0.150393046,0.96,0.03,-1.51,2007F_2007-01-22_11-45-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.435571793,5.157344,6.735918,1
SN2007fb,359.21821,5.50883,0.018029,UGC12859,359.2147755,5.5083549,1.135,0.045,0.435,0.027,98.0,4.0,0.3,Sbc,-20.002,34.472,15.743312907040394,0.3695032552120718,0.0403404496266337,NV,119.2108905,0.67867744,35.13867317,0.570832431,6113.580247,2.46191081,5754.754755,0.674141146,0.300682234,1.139668386,0.01,0.44602267,9.99,9.99,0.44,SN2007fb_2007-07-07_10-33-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.44342793,6.506178,8.315701,3
SN2007hu,254.12483,27.97789,0.0355,NGC6261,254.127219,27.9773978,1.037,0.046,0.391,0.027,84.6,0.0,0.5,S0-a,-21.429,36.076,26.175568647592613,0.2934213362656454,0.0327844727222331,HV,153.5792032,1.36892378,39.07793138,1.641899815,6077.210544,0.499387039,5720.720721,0.795397882,0.341001615,1.311358565,0.0,0.428718283,9.99,9.99,1.14,2007hu_2007-09-11_03-21-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.419074945,5.7840443,10.487449,3
SN2007kk,55.59692,39.24178,0.041045,UGC02828,55.600083,39.2445278,0.975,0.054,0.1,0.03,179.5,3.2,0.4,Sb,-22.277,36.295,30.598217378374287,0.5260878716317664,0.0696542252978669,NV,115.5484426,1.060733391,12.01802471,0.665745421,6109.843177,4.020098894,5744.744745,0.649173962,0.091225592,1.157309946,0.02,0.140525648,9.99,9.99,0.39,SN2007kk_2007-10-10_09-21-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.411516415,5.67965,10.342109,3
SN2007S,150.13025,4.40728,0.0139,UGC05378,150.133248,4.4070964,0.987,0.051,0.308,0.025,104.28,3.1,0.5,Sb,-20.046,33.762,7.96335587566328,0.3899889567832013,0.0485945638073596,91T,51.34752806,0.455780253,5.835985906,0.634375345,6152.352352,0.980776674,5772.772773,0.37606789,0.057785777,0.956637204,0.0,0.153657833,0.94,0.03,-0.77,2007S_2007-02-12_07-55-12_FLWO-1.5m_FAST_CfA-Ia.csv,1.449305935,3.9341583,6.082017,1
SN2008A,24.57242,35.37047,0.0162,NGC0634,24.577686,35.3648745,1.249,0.075,0.464,0.071,167.25,1.1,0.5,Sa,-21.234,34.399,19.701356572248887,0.7250652179144785,0.1366764086139862,Iax,23.74817078,0.552907954,17.64564183,0.464460322,6198.198198,4.758704434,5792.792793,0.15733553,0.098390733,0.740213069,0.02,0.625356097,1.28,0.09,0.03,2008A_2008-01-13_03-07-12_FLWO-1.5m_FAST_CfA-Ia.csv,1.446026276,2.8470385,5.466846,0
SN2008ae,149.01333,10.49967,0.0301,IC0577,149.0165505,10.4988569,0.791,0.056,0.037,0.023,116.5,4.8,1.8,Sc,-21.241,35.593,12.086376612292248,0.6373848204356728,0.0877215428616166,Iax,30.04934348,1.314447349,45.52544762,1.914272364,6177.04371,3.011148261,5784.784785,0.198490827,0.221345649,0.840076898,0.01,1.115142964,9.99,9.99,-0.08,2008ae_2008-02-11_07-40-48_FLWO-1.5m_FAST_CfA-Ia.csv,1.426514033,2.8449597,5.4683185,0
SN2008ar,186.158,10.83817,0.0261,IC3284,186.156459,10.8390738,0.743,0.067,0.044,0.027,137.3,1.8,2.0,SBab,-20.829,35.787,11.942523994990385,0.385718769317849,0.0643416002031362,NV,85.51569077,0.644380556,16.08964863,0.645333874,6131.331331,2.752297715,5780.780781,0.528019348,0.14654364,1.055870977,0.01,0.277534603,1.1,0.05,-0.67,2008ar_2008-03-08_10-19-12_FLWO-1.5m_FAST_CfA-Ia.csv,1.43207495,5.0572248,6.3298078,1
SN2008bf,181.01208,20.24517,0.0246,NGC4055,181.006035,20.2319,0.963,0.06,0.066,0.029,0.92,-5.0,0.5,E,-21.799,35.321,16.251599995334868,1.93306579976464,0.2863906988268992,NV,81.36976176,0.360072297,10.58305678,0.39327995,6116.916917,1.580609847,5754.754755,0.587716453,0.114077181,1.123916993,0.01,0.194102412,1.05,0.04,0.31,2008bf_2008-03-30_07-26-24_FLWO-1.5m_FAST_CfA-Ia.csv,1.434171487,5.258667,7.454816,1
SN2008Q,21.23846,9.55042,0.0081,NGC0524,21.19875,9.5387778,1.527,0.039,0.002,0.042,55.0,-1.2,0.6,S0-a,-21.554,32.565,17.325914323050466,1.4575359377828274,0.1369447804250628,NV,95.48637435,0.162597223,20.4680028,0.195237404,6112.445779,1.076043744,5750.750751,0.62801362,0.173026203,1.145023859,0.01,0.275513457,1.25,0.08,-0.31,2008Q_2008-02-09_02-09-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.45764518,5.615874,7.6399856,1
SN1991bg,186.26546,12.87106,0.003045,NGC4374,186.26544,12.8871094,1.87,0.02,0.061,0.031,133.45,-4.4,1.2,E,-21.726,31.546,23.22182294738926,0.281083065498479,0.0132470367586392,91bg,103.1264003,0.14120932,47.66102752,0.154076109,6124.657991,1.608537977,5764.764765,0.592752733,0.372125014,1.087373762,0.01,0.627791308,9.99,9.99,0.0,SN1991bg_1991-12-13_00-00-00_Lick-3m_UV-Schmidt_UCB-SNDB.csv,4.980192787,8.51338,7.84089,2
