SN_name,EW6355,EW6355_err,EW5972,EW5972_err,min6355,min6355_err,min5972,dep6355,dep5972,v_si,v_si_err,R_si,phase,filename_csv,Del_Lambda
SN2007au,139.0285544,0.923652472,57.7872483,1.013674788,6125.592259,2.173706703,5772.772773,0.693543829,0.401241418,1.082963372,1.00E-02,0.57853794,1.15,2007au_2007-03-26_03-36-00_FLWO-1.5m_FAST_CfA-Ia.csv,1.440639319
SN2007ax,81.64273877,1.201138885,40.93729138,0.71394423,6160.293627,4.40693146,5778.778779,0.46036131,0.277394989,0.919148889,2.00E-02,0.602559301,-0.84,2007ax_2007-03-27_06-14-24_FLWO-1.5m_FAST_CfA-Ia.csv,1.459092549
SN2007ba,121.0427799,1.301048182,58.14743685,1.081635569,6144.811478,0.907672373,5780.780781,0.692886411,0.440125508,0.992235351,0.00E+00,0.635205859,1.43,2007ba_2007-04-09_10-19-12_FLWO-1.5m_FAST_CfA-Ia.csv,1.414975547
SN2007bc,102.3952003,0.14510285,32.24536125,0.223601191,6137.737738,1.801801802,5772.772773,0.668476986,0.272220064,1.025628303,1.00E-02,0.407224287,0.32,SN_2007bc_2007-04-10_07-45-07_Lick-3m_KAST_UCB-SNDB_0.csv,1.958767551
SN2007bd,110.7326405,0.679315417,17.9684837,0.605458443,6093.760427,3.441787643,5744.744745,0.605892162,0.135479326,1.233231658,2.00E-02,0.223603035,-1.3,2007bd_2007-04-15_04-48-00_FLWO-1.5m_FAST_CfA-Ia.csv,1.42526798
SN2007ci,124.3460113,0.603212006,45.29605782,1.056409497,6105.572239,4.895248565,5766.766767,0.700869036,0.296128324,1.177471728,2.00E-02,0.422515917,-1.21,2007ci_2007-05-25_04-33-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.443468849
SN2007co,122.270709,0.475548651,15.60112209,0.473305001,6112.912913,2.752297715,5776.776777,0.678722363,0.105711825,1.142818664,1.00E-02,0.155751204,0.38,2007co_2007-06-14_09-07-12_FLWO-1.5m_FAST_CfA-Ia.csv,1.430819967
SN2007cp,107.9448197,1.538568144,32.04723882,1.181957002,6103.169837,14.93233455,5732.732733,0.630653931,0.208798601,1.188812731,7.00E-02,0.331082692,1.2,2007cp_2007-06-19_04-48-00_FLWO-1.5m_FAST_CfA-Ia.csv,1.417568288
SN2007F,81.85847202,0.573612655,15.53732917,0.673812474,6124.257591,1.336335295,5852.852853,0.594495395,0.089407973,1.08926393,1.00E-02,0.150393046,-1.51,2007F_2007-01-22_11-45-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.435571793
SN2007fb,119.2108905,0.67867744,35.13867317,0.570832431,6113.580247,2.46191081,5754.754755,0.674141146,0.300682234,1.139668386,1.00E-02,0.44602267,0.44,SN2007fb_2007-07-07_10-33-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.44342793
SN2007hu,153.5792032,1.36892378,39.07793138,1.641899815,6077.210544,0.499387039,5720.720721,0.795397882,0.341001615,1.311358565,0.00E+00,0.428718283,1.14,2007hu_2007-09-11_03-21-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.419074945
SN2007kk,115.5484426,1.060733391,12.01802471,0.665745421,6109.843177,4.020098894,5744.744745,0.649173962,0.091225592,1.157309946,2.00E-02,0.140525648,0.39,SN2007kk_2007-10-10_09-21-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.411516415
SN2007S,51.34752806,0.455780253,5.835985906,0.634375345,6152.352352,0.980776674,5772.772773,0.37606789,0.057785777,0.956637204,0.00E+00,0.153657833,-0.77,2007S_2007-02-12_07-55-12_FLWO-1.5m_FAST_CfA-Ia.csv,1.449305935
SN2008A,23.74817078,0.552907954,17.64564183,0.464460322,6198.198198,4.758704434,5792.792793,0.15733553,0.098390733,0.740213069,2.00E-02,0.625356097,0.03,2008A_2008-01-13_03-07-12_FLWO-1.5m_FAST_CfA-Ia.csv,1.446026276
SN2008ae,30.04934348,1.314447349,45.52544762,1.914272364,6177.04371,3.011148261,5784.784785,0.198490827,0.221345649,0.840076898,1.00E-02,1.115142964,-0.08,2008ae_2008-02-11_07-40-48_FLWO-1.5m_FAST_CfA-Ia.csv,1.426514033
SN2008ar,85.51569077,0.644380556,16.08964863,0.645333874,6131.331331,2.752297715,5780.780781,0.528019348,0.14654364,1.055870977,1.00E-02,0.277534603,-0.67,2008ar_2008-03-08_10-19-12_FLWO-1.5m_FAST_CfA-Ia.csv,1.43207495
SN2008bf,81.36976176,0.360072297,10.58305678,0.39327995,6116.916917,1.580609847,5754.754755,0.587716453,0.114077181,1.123916993,1.00E-02,0.194102412,0.31,2008bf_2008-03-30_07-26-24_FLWO-1.5m_FAST_CfA-Ia.csv,1.434171487
SN2008Q,95.48637435,0.162597223,20.4680028,0.195237404,6112.445779,1.076043744,5750.750751,0.62801362,0.173026203,1.145023859,1.00E-02,0.275513457,-0.31,2008Q_2008-02-09_02-09-36_FLWO-1.5m_FAST_CfA-Ia.csv,1.45764518
