objname,pgc,objtype,al1950,de1950,al2000,de2000,l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,agnclass,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,m21,e_m21,mfir,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,itc,ubtc,bvtc,bri25,vrot,e_vrot,mg2,e_mg2,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs
NGC5383,49618,G ,13.9167272,42.0897004,13.9513453,41.8462926,84.7790008,70.0816382,77.1141211,21.8674641,0,Sb,B,,,,3.1,0.5,,1.394,0.029,0.12,0.026,98.08,22.18,0.317,12.289,0.16,12.219,0.16,11.569,0.16,10.53,0.049,8.596,0.121,14.025,0.162,11.182,0.045,0.725,139.72,3.48,,,96.18,8.67,2266.5,4.1,2177.4,2.7,2204.7,29.1,0.028,0.18,42.28,0.02,1.392,11.994,10.518,0.038,0.607,22.727,207.67,5.47,,,14.004,2.01,2290.3,2290.3,2459.7,2380.4,32.77,0.442,,,32.77,0.442,-20.775,0.47
NGC5440,50042,G ,14.0141426,34.9978292,14.0502934,34.7579634,63.7998075,72.8962043,84.8274015,22.6805501,0,Sa,,,,,1,0.5,,1.453,0.052,0.293,0.057,48,,,,,13.267,0.335,,,10.81,0.1,8.929,0.055,14.881,0.297,,,,287.14,4.41,,,,,3691.6,3.7,3754,50.4,3691.9,4.2,0.067,0.25,65.74,0.04,1.448,12.904,10.78,,,23.965,314.96,5.09,0.291,0.014,14.84,1.936,3751.8,3761,3930.2,3887.8,33.778,0.276,33.667,0.212,33.708,0.168,-20.804,0.375
NGC5442,50189,G ,14.0343432,-9.4746218,14.0786653,-9.7136495,331.1729973,49.0978849,130.9006903,13.7963007,0,SBb,B,,,,2.8,2,,1.075,0.088,0.324,0.066,161.94,,,,,13.94,0.5,,,12.385,0.079,10.195,0.093,15.587,0.244,11.645,,,226.47,9.58,,,,,8588.3,8.2,8519.4,26.8,8582.4,14.8,0.193,0.452,65.84,0.04,1.08,13.231,12.3,,,22.537,248.21,10.7,,,15.546,2.314,8456.9,8519.7,8635.2,8853.5,35.499,0.126,,,35.499,0.126,-22.267,0.516
NGC5468,50323,G ,14.0660812,-5.2151533,14.1096953,-5.4529933,334.8675067,52.6960995,126.8744808,15.585148,1,SABc,B,,,,6,0.3,,1.36,0.025,0.029,0.024,,22.286,0.506,12.819,0.207,12.939,0.207,12.055,0.086,11.1,0.077,10.348,0.211,13.944,0.161,11.457,,,54.46,1.23,,,,,2842.7,3.2,2838.7,10.6,2842.4,2.3,0.107,0.052,21.15,0.02,1.369,12.767,11.053,-0.155,0.441,23.419,150.92,4.42,,,13.923,1.156,2734.8,2793.2,2917.3,3110.8,33.129,0.372,33.403,0.025,33.403,0.025,-20.636,0.208
NGC5490,50558,G ,14.126355,17.7810522,14.1659198,17.5454813,9.1416074,69.5096785,103.5213077,22.1125146,0,E,B,,,,-4.9,0.3,,1.22,0.038,0.11,0.025,2.01,21.527,0.297,13.615,0.092,13.065,0.092,12.055,0.092,,,8.952,0.05,,,,0.6,1.03,,,,,275.03,19.43,,,4855,24,4855,24,0.116,0,58.46,0.03,1.234,12.876,,0.548,0.938,23.023,,,0.33,0.004,,,4846.2,4877.6,5036,5091,34.317,0.216,34.437,0.031,34.437,0.031,-21.561,0.097
NGC5532,51006,G ,14.2406508,11.0386873,14.2813659,10.8076728,357.9618156,64.1121362,111.0177564,22.4201871,0,S0,,,M,,-2.1,0.7,,1.369,0.041,0.087,0.029,144.13,21.47,0.277,14.859,0.08,12.952,0.095,11.942,0.095,11.436,0.16,8.779,0.034,,,,0.64,1.045,,,,,278.7,18.64,,,7408.4,2.6,7408.4,2.6,0.111,0,41.06,0.02,1.378,12.73,11.388,0.585,0.907,23.541,,,0.299,0.042,,,7376.5,7415,7564.4,7649.2,35.216,0.143,,,35.216,0.143,-22.486,0.172
NGC5550,51108,G ,14.267473,13.1130312,14.3077715,12.8831076,2.2485368,65.1550785,108.9060561,23.2386208,0,SBb,B,R,,,2.8,1.4,,1.041,0.04,0.135,0.024,97.98,23.448,0.174,14.947,0.008,14.092,0.282,,,12.671,0.093,10.288,0.068,17.344,0.239,,,,212.58,7.93,,,,,7461,4.3,7459.2,2.6,7459.7,0.6,0.102,0.196,44.77,0.02,1.046,13.738,12.626,,,22.816,301.83,11.59,,,17.323,3.585,7438,7473.7,7625.4,7695.3,35.228,0.142,,,35.228,0.142,-21.49,0.316
NGC5584,51344,G ,14.3305052,-0.1603571,14.3732703,-0.3876275,345.1141861,54.8559094,123.0419439,20.8766843,0,SABc,B,,,,5.9,0.3,,1.496,0.021,0.126,0.023,153.84,,,14.394,0.251,12.774,0.665,,,11.872,0.573,11.998,0.318,14.035,0.097,12.117,,,84.08,1.84,,,,,1638,2.6,1654.9,1.6,1650,5.5,0.17,0.223,42.41,0.02,1.507,12.374,11.797,,,23.747,124.69,2.88,,,14.013,1.639,1576.3,1626.5,1757.3,1897.5,32.067,0.617,32.252,0.034,32.252,0.034,-19.878,0.666
NGC5681,52169,G ,14.5542424,8.5180716,14.595244,8.3005765,0.4517632,58.970103,114.8506817,26.3776899,0,Sbc,,,M,,4.2,2,,0.932,0.047,0.144,0.023,1.5,21.581,0.219,15.36,0.13,14.3,0.276,,,13.35,0.063,11.075,0.138,16.102,0.147,12.937,,,132.34,3.9,,,,,7942,3.4,7938.7,5.8,7941.1,2.4,0.106,0.236,45.52,0.02,0.936,13.905,13.303,,,22.435,185.48,5.65,,,16.08,2.175,7915,7952.7,8094.7,8163.3,35.356,0.134,,,35.356,0.134,-21.451,0.307
NGC5683,52114,G ,14.5517042,48.8797385,14.581236,48.6619157,86.9793675,60.615002,69.2208221,28.1409351,0,S0-a,B,R,,C,0.1,0.5,S,0.755,0.066,0.068,0.029,95.36,17.118,1.336,16.049,0.035,15.739,0.082,15.04,0.183,14.491,0.283,11.683,0.147,16.817,0.266,,,,,,,,140.29,7.62,,,10984.6,6.8,10984.6,6.8,0.141,0.033,33.96,0.02,0.765,15.4,14.429,-0.234,0.692,23.205,,,,,16.796,1.396,11119.2,11104.6,11266.4,11104.5,36.089,0.096,,,36.089,0.096,-20.689,0.126
NGC5698,52251,G ,14.5873586,38.6703617,14.6207495,38.4542446,66.7605159,65.1705516,80.7754403,29.5773502,0,Sb,B,R,,,3.1,0.4,,1.239,0.034,0.371,0.028,61.09,,,15.336,0.062,14.012,0.276,,,12.636,0.13,10.303,0.048,15.995,0.097,12.825,,,131.19,5.3,,,,,3676.1,4.5,3629.4,2,3636.9,12.2,0.045,0.532,69.36,0.05,1.228,13.408,12.616,,,23.341,140.19,5.7,,,15.948,2.54,3735.6,3734.2,3898.1,3788.6,33.778,0.278,34.019,0.049,34.019,0.049,-20.611,0.281
NGC6038,56812,G ,16.0142332,37.4967839,16.0445942,37.3594862,59.6670834,48.745506,78.268631,46.3125062,0,Sc,,R,,,5.1,0.7,,1.082,0.041,0.059,0.026,63.02,22.616,0.619,15.327,0.383,14.32,0.272,,,12.93,0.057,10.261,0.092,,,13.713,,,,,,,,,,,9370.6,3.8,9370.6,3.8,0.099,0.102,29.84,0.02,1.089,14.067,12.887,,,23.356,,,,,,,9527.7,9510.9,9651.7,9430,35.751,0.112,35.718,0.037,35.721,0.035,-21.654,0.275
NGC6063,57205,G ,16.0798633,8.1117955,16.1202739,7.978973,19.8852515,39.9538563,122.1257436,48.2967902,0,Sc,,,M,,5.8,0.5,,1.212,0.033,0.283,0.023,157.07,23.027,0.363,14.72,0.202,13.948,0.292,,,12.584,0.209,10.607,0.118,15.322,0.091,,,,124.68,3.76,,,,,2847.8,2.8,2841.1,3.4,2845.1,2.8,0.201,0.496,60.26,0.03,1.219,13.239,12.496,,,23.193,143.58,4.37,,,15.288,2.05,2901.1,2916.6,3027.1,2939.7,33.217,0.358,33.09,0.026,33.09,0.026,-19.851,0.293
NGC6104,57684,G ,16.2444773,35.8305554,16.2751873,35.7081034,57.3655235,45.913902,79.2901646,49.47168,0,SBb,B,R,,,3,2.4,S1.5,0.942,0.05,0.102,0.025,62.03,,,15.335,0.678,14.248,0.333,13.624,0.044,13.313,0.075,10.702,0.057,,,13.499,0.083,0.837,,,,,147.19,34.81,,,8368.3,15.6,8368.3,15.6,0.084,0.153,39.35,0.02,0.946,13.948,13.276,0.028,0.618,22.524,,,,,,,8530.7,8512.6,8647.9,8413.3,35.509,0.126,35.74,0.036,35.723,0.116,-21.774,0.352
NGC6109,57748,G ,16.263603,35.1253479,16.2945928,35.0041577,56.3837272,45.6259876,80.2013869,49.9239199,0,E,,R,,C,-4,1.8,,1.01,0.046,0.021,0.023,,22.144,0.482,15.636,0.209,13.867,0.239,12.807,0.239,12.724,0.129,10.371,0.081,,,,0.57,1.08,,,,,217.12,18.43,,,8938.2,2.4,8938.2,2.4,0.1,0,22.33,0.02,1.024,13.633,12.68,0.513,0.953,22.793,,,0.295,0.013,,,9099.4,9081.8,9216.3,8982.8,35.643,0.118,,,35.643,0.118,-22.01,0.266
NGC6122,57858,G ,16.3063158,37.9166589,16.3359779,37.7982365,60.4023481,45.2904041,75.8855984,49.4166675,0,Sb,,,,,2.5,1.5,,1.042,0.053,0.644,0.033,159.71,22.892,0.548,17.049,0.18,15.539,0.477,,,13.572,0.072,10.64,0.081,,,,,,,,,,,,,,10033.4,4,10033.4,4,0.073,0.777,90,0.83,1.023,14.613,13.539,,,23.583,,,,,,,10204.5,10183.4,10318.3,10070.7,35.899,0.105,,,35.899,0.105,-21.285,0.489
NGC6142,57984,G ,16.3593538,37.3733352,16.3891862,37.258427,59.6808807,44.6335743,76.2863217,50.2073344,0,Sb,,R,,,3,0.6,,1.173,0.04,0.492,0.029,164.85,23.112,0.35,16.289,0.12,14.65,0.294,,,13.083,0.081,10.486,0.157,,,,,,319.56,21.28,,,,,10173.1,6.2,10146,3.6,10152.8,8.4,0.086,0.681,78.4,0.08,1.161,13.807,13.046,,,23.474,326.22,21.77,,,,,10324.7,10303.4,10436.9,10186.9,35.917,0.104,,,35.917,0.104,-22.11,0.312
NGC6172,57937,G ,16.3263884,-1.3980897,16.3695332,-1.5147749,12.2670748,31.8221719,137.5109699,48.5009837,0,E,,,,C,-4.2,0.8,,0.954,0.046,0.007,0.024,,19.793,0.21,,,14.153,0.358,,,,,9.839,0.052,,,,0.52,0.96,,,,,139.73,4.52,,,5021.6,11.7,5021.6,11.7,0.511,0,13.6,0.02,1.029,13.566,,,,22.799,,,0.218,0.004,,,5053.1,5074.6,5162.5,5101.3,34.37,0.21,34.638,0.057,34.619,0.134,-21.053,0.382
NGC6261,59286,G ,16.908584,28.0546784,16.9418146,27.9773978,49.0601036,36.2810558,87.2745854,59.9989795,0,S0-a,,,,,0,0.5,,1.037,0.046,0.391,0.027,84.6,22.103,0.419,17.089,0.013,15.149,0.3,,,13.229,0.078,10.353,0.06,,,,,,,,,,,,,,10547.9,3.6,10547.9,3.6,0.198,0.146,79.59,0.09,1.04,14.647,13.141,,,23.852,,,,,,,10717.8,10698.1,10811.1,10548.3,35.996,0.1,36.114,0.069,36.076,0.057,-21.429,0.305
NGC6365,60171,G ,17.3707593,62.2190243,17.378756,62.1736894,91.480613,34.0614439,40.425851,40.7572381,0,Sd,,,M,,7.9,0.8,,1.052,0.043,0.673,0.027,31.92,,,19.421,0.033,16.232,1.902,,,17.414,0.063,,,17.22,0.25,13.421,,,49.49,3.51,,,,,8002.1,7.3,8023.3,3,8020.2,5.7,0.13,1.215,90,0.83,1.037,14.867,17.357,,,23.88,49.49,,,,16.394,1.527,8268.9,8216.1,8334.3,7972.6,35.423,0.13,35.27,0.04,35.283,0.076,-20.417,1.904
NGC6378,60418,G ,17.470975,6.3192878,17.5116611,6.2823333,29.3132326,20.8020651,138.6342066,67.2893178,0,Sb,,,,,3.1,1.3,,1.053,0.04,0.165,0.032,2.08,,,,,15.039,0.321,,,,,10.237,0.076,16.123,0.087,,,,206.7,10.25,,,,,6669,6.1,6690.5,5.4,6681.1,8,0.473,0.248,48.97,0.02,1.091,14.268,,,,23.762,274,13.9,,,16.102,1.834,6803.9,6797.1,6863.2,6645.8,35.002,0.158,,,35.002,0.158,-20.735,0.358
NGC6411,60536,G ,17.5827787,60.8433309,17.5924472,60.8133611,89.7306066,32.628905,39.4783389,42.6779143,0,E,,,,,-4.8,0.6,,1.245,0.038,0.184,0.034,68.5,22.06,0.306,13.241,0.084,12.801,0.084,11.861,0.084,,,9.143,0.038,,,,0.53,0.985,,,13.49,9.06,182.87,4.64,,,3748,71.9,3748,71.9,0.236,0,90,0.83,1.275,12.509,,0.407,0.851,22.871,,,0.264,0.003,,,4001.2,3947.2,4062,3690.5,33.866,0.27,33.861,0.033,33.861,0.033,-21.353,0.09
NGC6462,60790,G ,17.7388909,61.9292579,17.7469041,61.910559,90.9931435,31.4924475,37.490651,42.1461338,0,E,,,,C,-5,2,,0.741,0.152,0.023,0.04,,,,,,14.9,0.221,,,,,11.052,0.047,,,13.412,,,,,,,,,,,11514,125.1,11514,125.1,0.223,0,25.61,0.02,0.776,14.504,,,,22.479,,,,,,,11771.1,11715.3,11827.7,11449.8,36.194,0.095,36.175,0.094,36.184,0.067,-21.68,0.231
NGC6495,61091,G ,17.8775203,18.3342966,17.9140911,18.3267183,43.6386864,20.4802233,103.9814122,75.3846655,1,E,,,,,-4.9,0.4,,1.158,0.083,0.129,0.057,75,21.799,0.389,,,13.855,0.305,,,,,9.505,0.045,,,,,,,,,,200.32,15.34,,,3134.6,20.3,3134.6,20.3,0.339,0,65.26,0.04,1.207,13.469,,,,23.498,,,0.352,0.005,,,3319.2,3293.1,3364.6,3055.1,33.438,0.323,33.259,0.029,33.259,0.029,-19.79,0.306
NGC6575,61506,G ,18.1510892,31.1037502,18.1826177,31.115923,57.8379672,21.6862767,57.6645307,71.6007539,1,E,,,,,-4.8,0.6,,1.177,0.039,0.143,0.027,63.5,23.598,0.389,,,14.354,0.245,,,,,9.589,0.048,,,,,,,,,,300.97,25.64,,,6882.8,12.7,6882.8,12.7,0.272,0,68.99,0.05,1.214,13.979,,,,24.089,,,0.301,0.009,,,7114.2,7072.4,7152.6,6779.3,35.093,0.152,35.029,0.045,35.035,0.043,-21.056,0.249
NGC6616,61693,G ,18.259594,22.2182891,18.2947469,22.2384861,49.6433219,17.065215,78.5085019,79.0273545,0,Sab,,,,,2,0.3,,1.129,0.037,0.371,0.024,55,,,,,15.125,0.323,,,,,9.427,0.043,15.755,0.6,13.646,,,335.75,18.03,,,,,5431,8.6,5556,8.2,5496.4,44.3,0.632,0.436,71.05,0.05,1.174,14.002,,,,24.001,355,19.15,,,15.704,1.701,5709.1,5673.1,5737.7,5382.9,34.601,0.19,,,34.601,0.19,-20.599,0.375
NGC6627,61792,G ,18.3399408,15.6717431,18.3774698,15.6978607,43.9402253,13.3395231,115.4349527,82.2103575,1,SBb,B,,,,3.1,0.5,,1.03,0.042,0.046,0.024,74.5,21.922,0.305,,,14.345,0.035,13.325,0.035,,,9.823,0.041,15.836,0.163,11.952,,1.1,40.02,1.89,,,,,5269.4,4.3,5264.3,26.8,5269.2,2.9,0.853,0.07,26.86,0.02,1.109,13.382,,,0.786,23.157,88.58,4.55,,,15.814,2.432,5465.1,5433.8,5485.6,5149.3,34.505,0.198,34.327,0.04,34.327,0.04,-20.945,0.053
NGC6702,62395,G ,18.7585618,45.6499865,18.7826626,45.7057799,75.0281779,19.7868111,29.2604382,59.9555921,0,E,,,,,-4.9,0.4,,1.216,0.041,0.063,0.028,57.52,22.159,0.305,13.742,0.119,13.232,0.119,12.242,0.119,,,9.202,0.037,,,,0.555,1.04,,,30.27,19.72,170.51,3.67,,,4725.2,11.7,4725.2,11.7,0.463,0,42.78,0.02,1.288,12.698,,0.431,0.841,23.182,,,0.25,0.006,,,4999.9,4940.7,5021,4589.7,34.317,0.216,34.181,0.038,34.181,0.038,-21.483,0.125
NGC6901,64552,G ,20.3316256,6.2690998,20.3726567,6.4299124,49.6190577,-16.8973501,275.4420712,66.6764063,1,SBab,B,R,,,2.4,0.6,,1.096,0.046,0.403,0.027,61.5,,,,,14.831,0.322,,,,,10.497,0.063,15.476,0.266,13.367,,,172.12,5.81,,,,,4790.7,4,4761,9.3,4786.1,8.1,0.535,0.511,72.91,0.06,1.13,13.737,,,,23.459,180.07,6.11,,,15.419,1.682,5011.7,4958.7,4923.6,4511.1,34.281,0.22,34.32,0.54,34.287,0.204,-20.549,0.381
NGC6916,64600,G ,20.3741483,58.1813967,20.3925167,58.3440278,93.3595986,11.8544494,10.4110633,44.3029414,0,SBbc,B,,,D,4,0.3,,1.216,0.044,0.169,0.039,89,,,,,15.21,0.326,,,11.532,0.064,9.298,0.023,14.937,0.119,,,,157.7,4.5,,,,,3099.5,3.6,3099.3,1.8,3099.3,1.2,1.753,0.273,49,0.02,1.374,13.163,10.76,,,24.722,208.95,6.24,,,14.915,1.752,3403.3,3326.9,3388.9,2918.2,33.464,0.32,33.306,0.054,33.306,0.054,-20.143,0.33
NGC6949,65010,G ,20.5732015,64.6287842,20.5852556,64.8027778,99.6564424,14.2987772,13.2302689,38.0500189,0,Sc,,R,,,5,1.4,H2,1.117,0.038,0.097,0.029,94.5,,,,,14.928,0.322,14.5,0.1,,,9.233,0.022,14.622,0.102,12.638,,,146.43,4.33,,,,,2762.2,4.4,2778,27,2762.7,3.6,1.681,0.166,37.72,0.02,1.271,13.065,,,,24.067,239.36,7.57,,,14.601,1.536,3060.6,2984.5,3053.9,2601.1,33.246,0.355,32.35,0.31,32.737,0.448,-19.673,0.552
NGC6951,65086,G ,20.6101719,65.9296404,20.6205788,66.1056815,100.8958201,14.8530517,13.8429653,36.8214764,0,SABb,B,,,,3.9,0.6,S2,1.504,0.024,0.183,0.035,149.34,23.65,0.353,,,11.961,0.215,12.41,1.48,,,7.351,0.137,13.939,0.075,10.107,0.455,1.09,141.85,2.96,,,114.85,4.99,1424.9,2.6,1399.3,23.7,1424.6,2.7,1.613,0.294,50.84,0.03,1.649,10.045,,,0.591,22.892,182.94,4.01,,,13.912,3.867,1720.8,1645,1716,1267.7,32.018,0.632,31.602,0.034,31.602,0.034,-21.558,0.218
NGC6962,65375,G ,20.7459701,0.1363068,20.7886314,0.3208274,47.4062194,-25.3727812,270.0622913,58.3071992,0,SABa,B,R,M,,1.7,0.6,,1.435,0.024,0.131,0.022,68.97,,,15.282,0.138,13.005,0.091,11.89,0.168,11.376,0.375,8.783,0.05,14.423,0.133,,0.56,1.03,224.74,7.99,150,20,234.18,9.04,4215.7,5.1,4200.3,1.5,4201.5,3,0.442,0.156,44.82,0.02,1.472,12.366,11.182,0.27,0.703,23.74,318.81,11.68,,,14.401,2.036,4410.2,4358.3,4298.1,3904.2,33.972,0.252,33.65,0.03,33.65,0.03,-21.284,0.096
NGC7017,66137,? ,21.0734731,-25.6893505,21.1223118,-25.4874762,21.383714,-40.1782594,244.9674213,37.705336,0,S0,,,M,,-1.8,0.9,,0.931,0.077,0.15,0.033,85,,,,,14.81,0.373,,,12.435,0.079,10.68,0.187,,,,,,,,,,,,,,10119,37,10119,37,0.28,0,52.93,0.03,0.956,14.378,12.312,,,23.196,,,,,,,10209.2,10185.5,10077,9854,35.844,0.108,,,35.844,0.108,-21.466,0.389
NGC7053,66610,G ,21.314455,22.8716539,21.3521127,23.0849079,72.5073214,-18.5863889,314.3931118,54.8626262,1,S0-a,,,,,0,2,,1.197,0.07,0.03,0.047,,,,,,14.166,0.284,,,,,9.221,0.036,16.771,0.42,12.883,,,178.54,6.41,,,,,4697.6,5.3,4707.8,5.4,4702.6,4.4,0.556,0.014,22.81,0.02,1.248,13.527,,,,23.873,460.54,22.43,,,16.75,3.223,4989.5,4912.7,4880.4,4385.7,34.263,0.222,,,34.263,0.222,-20.737,0.361
NGC7131,67359,G ,21.7482259,-13.415061,21.7933592,-13.1827126,41.5170917,-44.9411661,264.7102121,38.4699389,0,S0,,,,,-2,0.5,,1.054,0.047,0.115,0.027,113.75,21.379,0.238,,,14.908,0.535,,,12.075,0.085,10.218,0.05,,,,,,,,,,188.86,15.85,,,5418,13,5418,13,0.185,0,46.83,0.02,1.07,14.641,11.994,,,23.912,,,,,,,5572.5,5526.7,5414.4,5094.2,34.488,0.2,34.388,0.044,34.388,0.044,-19.746,0.537
NGC7242,68434,G ,22.2244991,37.049234,22.2609661,37.2986556,91.6017292,-15.9211146,332.5471666,40.8934491,1,E,,,M,,-4,1,,1.09,0.044,0.6,0.028,26.25,,,,,13.985,0.445,,,,,8.359,0.045,,,,0.73,1.13,,,,,,,,,5881,51.8,5881,51.8,0.656,0,90,0.83,1.161,13.241,,,,23.195,,,,,,,6190.1,6101.9,6081.3,5570.5,34.738,0.179,,,34.738,0.179,-21.497,0.479
NGC7253,3168458,? ,22.2863588,29.1407727,22.32461,29.3922,87.3611801,-22.7888535,322.0106018,41.2545819,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4718.7,27,4718.7,27,0.287,,,,,,,,,,,,,,,,5016.5,4930.1,4888.6,4385.1,34.263,0.222,34.215,0.053,34.215,0.053,,
NGC7300,69040,G ,22.4721333,-14.260678,22.5166429,-14.0035939,47.6479656,-54.7615691,270.1832263,28.9179891,0,SABb,B,,,,3.4,0.8,,1.314,0.026,0.411,0.026,161.71,,,13.88,0.097,13.58,0.097,12.83,0.097,11.665,0.057,9.591,0.093,15.019,0.243,,0.47,0.87,216.53,3.19,,,,,4907.8,4.6,4994.6,15,4915.2,17.4,0.251,0.604,72,0.05,1.321,12.687,11.554,0.169,0.584,23.205,227.68,3.39,,,14.965,2.278,5061,5011.9,4880.8,4575.1,34.263,0.222,,,34.263,0.222,-21.576,0.243
NGC7311,69172,G ,22.5264859,5.3117858,22.5685444,5.5703056,72.3372684,-43.4097724,292.0901464,35.3744658,0,Sab,,,,,2,0.3,,1.168,0.036,0.334,0.026,11,,,,,13.318,0.324,,,,,8.969,0.042,15.836,0.193,,,1.08,233.24,5.88,,,,,4520.9,4.7,4512.4,22.8,4520.5,3.3,0.573,0.397,67.82,0.04,1.208,12.303,,,,22.434,251.88,6.42,,,15.792,3.488,4749.9,4678.3,4577.9,4155.4,34.113,0.237,33.76,0.04,33.76,0.04,-21.457,0.326
NGC7315,69241,G ,22.5541061,34.5443881,22.5921361,34.8035556,93.6534752,-20.2273296,328.5349305,37.3346192,0,S0,,,,,-2,0.4,,1.198,0.076,0,0.051,,,,,,13.874,0.341,,,,,9.763,0.063,,,,,,,,,,275.12,27.24,,,6273,28,6273,28,0.342,0,0,0.02,1.236,13.437,,,,23.623,,,0.299,0.008,,,6576.4,6487.3,6454.2,5949.7,34.867,0.168,,,34.867,0.168,-21.429,0.38
NGC7377,69733,G ,22.7513918,-22.5763177,22.7965253,-22.3120915,35.8276346,-61.5845673,264.1260234,21.5051934,0,S0-a,B,,,,-1,0.7,,1.59,0.027,0.1,0.026,97.98,21.861,0.946,12.495,0.186,12.085,0.186,11.193,0.105,,,8.199,0.042,,,,0.415,0.97,,,,,174.51,12.15,,,3355,18.3,3355,18.3,0.127,0,41.94,0.02,1.598,11.907,,0.383,0.896,23.755,,,0.235,0.008,,,3455.7,3416.9,3271.1,3033.8,33.385,0.332,,,33.385,0.332,-21.477,0.38
NGC7407,69922,G ,22.8498705,31.8628378,22.8892033,32.1291027,95.6567941,-24.414298,324.9116954,33.8292738,1,Sc,,,,,4.7,0.9,,1.224,0.048,0.325,0.035,154.07,,,,,14.108,0.326,,,12.262,0.064,10.368,0.101,14.75,0.188,13.263,,,219.63,6.02,,,,,6427.7,3.4,6430,60,6427.7,2.8,0.3,0.539,64.29,0.04,1.239,13.234,12.13,,,23.364,243.75,6.78,,,14.712,1.477,6723.6,6634.3,6589,6094,34.908,0.165,34.953,0.046,34.95,0.044,-21.716,0.329
NGC7448,70213,G ,22.9596963,15.711662,23.0010209,15.9801923,87.5659581,-39.1240268,305.8717682,31.2995035,1,Sc,,,,,5,1.2,,1.317,0.028,0.41,0.026,170.5,,,11.954,0.106,12.104,0.106,11.691,0.103,10.835,0.065,9.026,0.031,14.016,0.088,10.796,-0.06,0.58,128.84,2.49,,,72.95,8.73,2192.1,2.2,2170.6,15,2191.7,2.6,0.244,0.69,70.14,0.05,1.324,11.159,10.728,-0.257,0.342,21.658,136.99,2.67,0.151,0.014,13.967,2.808,2449,2367.4,2280.4,1826.7,32.623,0.476,33.119,0.047,33.119,0.047,-21.96,0.116
NGC7461,70290,G ,22.9886873,15.3133078,23.0300861,15.5823889,87.7500319,-39.6844158,305.4907164,30.8223046,0,S0,B,,,,-1.9,0.5,,0.971,0.049,0.052,0.029,166,21.977,0.389,,,14.482,0.199,,,,,10.113,0.063,,,,,,,,,,160.88,3.76,,,4236.5,19.4,4236.5,19.4,0.383,0,31.55,0.02,1.012,14.036,,,,23.087,,,0.302,0.006,,,4492.1,4410.7,4322.3,3871,33.993,0.251,33.804,0.045,33.804,0.045,-19.768,0.204
NGC7503,70628,G ,23.1362244,7.2961942,23.1784085,7.5678495,84.2188731,-47.5890624,297.0164304,27.0744063,0,E,,,,,-5,0.5,,0.979,0.049,0.054,0.032,76.4,21.959,0.691,16.217,0.08,14.442,0.188,13.487,0.107,12.793,0.09,10.062,0.082,,,,0.41,1.125,,,,,257.93,9.24,,,13213.5,2.9,13213.5,2.9,0.292,0,39.87,0.02,1.024,13.952,12.664,0.489,0.879,23.206,,,,,,,13439.9,13364.6,13256.2,12843.4,36.45,0.082,36.428,0.114,36.443,0.067,-22.491,0.199
NGC7541,70795,G ,23.2030916,4.2613026,23.2455175,4.533989,82.843688,-50.65454,294.0232123,25.3436243,0,SBc,B,,,,4.7,0.9,,1.481,0.028,0.48,0.029,101.6,,,12.553,0.087,12.483,0.087,11.764,0.069,10.569,0.07,8.351,0.012,13.796,0.091,9.892,0.125,0.795,200.53,4.15,,,64.39,34.6,2679.8,2.8,2682.2,10.4,2680,1.9,0.292,0.783,74.85,0.06,1.489,11.393,10.441,-0.06,0.526,22.749,207.75,4.33,,,13.732,2.339,2893.7,2821.2,2705.6,2310.2,32.973,0.401,32.904,0.049,32.904,0.049,-21.511,0.1
NGC7678,71534,G ,23.4327778,22.1457281,23.4744071,22.4212641,98.8817626,-36.5453597,314.1897937,25.556615,0,Sc,B,,,,4.9,0.5,H2,1.306,0.03,0.128,0.024,16.08,22.085,0.309,,,12.497,0.096,12.142,0.905,10.37,0.049,9.139,0.035,14.838,0.091,10.936,-0.025,0.715,136.99,2.95,,,102.28,43.02,3487.9,2.8,3504.5,2.3,3497.8,5.8,0.212,0.219,43.03,0.02,1.32,12.046,10.277,,0.484,22.52,200.76,4.56,0.091,0.008,14.816,2.77,3762.9,3676.7,3597.6,3142.2,33.59,0.302,33.26,0.02,33.26,0.02,-21.214,0.098
NGC7721,72001,G ,23.6038876,-6.7950769,23.6468129,-6.5179905,79.7098484,-63.1212992,284.5981306,16.3477971,1,Sc,,,,,4.9,0.5,,1.495,0.029,0.6,0.028,13.06,22.386,0.444,12.091,0.075,12.241,0.075,11.679,0.078,10.629,0.064,8.725,0.094,13.491,0.097,11.437,-0.095,0.705,139.85,1.82,,,,,2015,2.7,2013.5,6.4,2014.7,1.8,0.145,0.978,81.44,0.11,1.485,11.107,10.566,-0.264,0.461,22.358,141.43,1.85,,,13.38,2.273,2173.1,2112.4,1971.6,1657.3,32.298,0.55,32.514,0.038,32.514,0.038,-21.407,0.084
